,id,text,label,jav
2858,2858,Prastawa Pernikahan iku akhiré wés resmi déning Paus Innosensius VIII tanggal 15 Fèbruari 1492. ,Pernikahan itu akhirnya diresmikan oleh Paus Innosensius VIII pada tanggal 15 Februari 1492. ,Perkawinan yaiku wés-pejabat dening Paus Ennensity VIII tanggal 15 Februari 1492.
2859,2859,"Angkatan Laut AS banjur wiwit tender kanggo pengembangan pesawat aer. saka lima perusahaan kang mènèhi proposal (papat ingantarae nawaraké pesawat kanti swiwi lipat kaya F-111), McDonnell Douglas lan Grumman dipilih minangka finalis ing Dhésèmber 1968, lan akhiré Grumman menangaké kontrak iki ing Januari 1969. ","Dari lima perusahaan yang memberikan proposal (empat diantaranya menawarkan pesawat dengan sayap lipat seperti F-111), McDonnell Douglas dan Grumman dipilih sebagai finalis pada Desember 1968, dan akhirnya Grumman memenangkan kontrak ini pada Januari 1969. ","Angkatan laut AS banjur wiwit lembut kanggo pembangunan aer. Saka limang perusahaan sing menehi usulan (papat Iganitye nawakake swiwine lempitan kaya F-111), McDonnell Douglas lan Grumman menang kontrak kasebut menang kontrak iki ing wulan Januari 1969."
2860,2860,"Garwanipun, dipunanggep kathah tiyang minangka senjata rahasianipun, kados Evita Duarte tumraping Juan Perón. ","Istrinya, dianggap banyak orang merupakan senjata rahasianya, seperti Evita Duarte bagi Juan Perón. ","Bojone, dianggep akeh wong minangka lengen rahasia, kayata Evita Duarte Tumi Juan Perón."
2861,2861,Golongan iki ngetokaké EP Better Together (2013) bebarengan karo album studio Reflection (2015) lan 7/27 (2016). ,Grup ini merilis EP berjudul Better Together (2013) bersama dengan album studio berjudul Reflection (2015) dan 7/27 (2016). ,Klompok kasebut dibebasake EPS (2013) bebarengan karo album refleksi studio (2015) lan 7/27 (2016).
2862,2862,"iKON (Hangul: 아이콘), uga ditulis minangka iKON, ya iku boy band saka Korea Kidul kang kabentuk ing 2015 dening YG Entertainment. ","iKON (Hangul: 아이콘), juga ditulis sebagai iKON, adalah boy band asal Korea Selatan yang dibentuk pada 2015 oleh YG Entertainment. ","Ikon (hangul: 아아콘), lan ditulis minangka lambang, ya minangka grup Korea Kidul sing dibentuk ing taun 2015 dening hiburan."
2863,2863,Teknologi pangginaan cakram transparan ingkang dipun-ginakaken ing cakram laser saking pamanggihan David Paul Gregg ngengingi cakram optik warsa 1958 lan dipatenaken taun 1961 lan taun 1969 paten sistem cakram transparan punika dipunsade marang Philips. ,Teknologi penggunaan cakram transparan yang digunakan pada cakram laser berasal dari penemuan David Paul Gregg mengenai cakram optic pada tahun 1958 dan dipatenkan pada tahun 1961 dan pada tahun 1969 paten sistem cakram transparan ini dijual kepada Philips. ,Papan teknologi obat transparan minangka cak laser saka David Paul Gregg Cakram kanthi 1961 lan ing taun 1961 lan pembuangan Philips transparan.
2864,2864,"Nalika Perang Koréa, pesawat tempur Amérika Sarékat kang bisa ngalahaké pesawat tempur MiG-15 Soviet amung F-86 Sabre. ","Pada Perang Korea, pesawat tempur Amerika Serikat yang dapat mengalahkan pesawat tempur MiG-15 Soviet hanya adalah F-86 Sabre. ","Nalika lor-Korea wis kapapar, pejuang AS bisa ngalahake Mig-15 Firefield F-86."
2865,2865,Komponèn gas didominasi propana (C3H8) lan butana (C4H10). ,Komponennya didominasi propana (C3H8) dan butana (C4H10). ,Komponen gas propane (C3H8) lan buta (C4H10)
2866,2866,Ing putaran akir final Indonésian Idol mangsa pertama Delon akèh nyanyékaké lagu-lagu balad romantis. ,Di putaran akhir final Indonesian Idol musim pertama Delon banyak melantunkan lagu-lagu balad romantis. ,Ing pungkasan akhir delon pungkasan akeh lagu balada romantis.
2867,2867,"Panjenenganipun tumujeng dipunpromosikaken dados kolonèl lan dipunparingi jejibahan minangka komandhan divisi ing laladan Gallipoli (basa Turki: ""Gelibolu""). ","Ia kemudian dipromosikan menjadi kolonel dan ditempatkan sebagai komandan divisi di daerah Gallipoli (bahasa Turki: ""Gelibolu""). ","Dheweke janji bakal dijajah lan dikubur minangka komandan ing Galipoli (Turki: ""Gelibolu"")."
2868,2868,Kabupatèn Puncak Jaya ,Pemerintah Kabupaten Puncak Jaya. ,Kabupaten Peak
2869,2869,"Peluncuran iki uga ana upacara pemberian kecil, kang diwènèhake girlband Girls' Generation minangka artis top Januari lan boy band Super Junior minangka album terbaik taun 2009. ","Peluncuran ini juga termasuk upacara pemberian kecil, yang diberikan kepada girlband Girls' Generation dengan artis top Januari dan boy band Super Junior dengan album terbaik tahun 2009. ","Peluncuran kasebut uga duwe upacara cilik, generasi bocah-bocah wadon minangka artis Januari sing paling apik lan Boy Band Super Junior yaiku album nulis 2009."
2870,2870,"Déné, sebutan ""Mataram"" iku jeneng kutharaja. ","Judulnya, yang berarti ""keris dari Mataram"", dipilih agar menarik perhatian. ","Kangge, pronant ""Mataram"" minangka jeneng kutha."
2871,2871,"Nalika tanggal 6 Agustus 1945 tabuh 08:15 énjing, bom atom ingkang nama Little Boy njeblug ing akasa kanthi inggil 580 mèter sanginggilipun lemah, ing nginggil lokasi ingkang dumunung sakitar 200 mèter sisih tenggara gedung. ","Pada tanggal 6 Agustus 1945 pukul 08:15 pagi, bom atom yang bernama Little Boy meledak di udara pada ketinggian 580 meter, di atas lokasi yang terletak sekitar 200 meter sebelah tenggara gedung. ","Tanggal 6 Agustus 1945 wong manca 08:15, NDTTLE atom Quest 580 Quest ing lemah, ing lokasi ing ndhuwur."
2872,2872,Dheweke uga melu ing ajang golèk bakat SBS K-pop Star ing taun 2011. ,Ia juga berpatisipasi di ajang pencarian bakat SBS K-pop Star pada tahun 2011. ,Dheweke uga melu Star Star Star Star Star ing taun 2011.
2873,2873,Prosès daur karbon pisanan diusulake ning taun 1938 déning fisikawan Hans Bethe. ,Proses daur karbon pertama kali diusulkan pada tahun 1938 oleh fisikawan Hans Bethe. ,"Akibaté, esuke saka karbon luwih dhisik disaranake ing taun 1938 kanthi Bet Fizisan Bet."
2874,2874,Seppuku jaman biyèn dilakoni déning samurai. ,Seppuku dulu hanya dilakukan oleh samurai. ,Masa lalu lan samurai.
2875,2875,Reaksi pirolisis asetilena diwiwiti ing suhu 400 °C(673 K) (cukup asor kanggo hidrokarbon). ,Reaksi pirolisis asetilena dimulai pada temperatur 400 °C(673 K) (cukup rendah untuk hidrokarbon). ,Reaksi Pyrolysis Acetylene diwiwiti ing 400 ° C (673 K) (Kamenangan kanggo hidrokarbon).
2876,2876,"Nganti wektu iku penerbangan dilakokaké mgléwati Moscow (Aeroflot, SAS, BA) utawa Anchorage , nanging Finnair ngatasi kangèlan mau kanti penerbangan langsung marak sak lorè Helsinki, léwat kutub utara lan mbalik marang kidul léwat Selat Bering, ngindari wewengkon udara Soviet. ","Sampai saat itu penerbangan dilakukan melalui Moscow (Aeroflot, SAS, BA) atau Anchorage (sebagian besar maskapai), namun Finnair mengatasi kesulitan tersebut dengan penerbangan langsung ke utara Helsinki, melalui kutub utara dan kembali ke selatan melalui Selat Bering, menghindari wilayah udara Soviet. ","Nganti wektu penerbangan kasebut ditindakake mgltithi Moscow (Aeroflot, SAS, BA) utawa port, nanging penerbangan sisih lor lan dadi sisih kidul saka peran Soviet."
2877,2877,Karya mau banjur dialihaké menyang Zentralbibliothek Zürich ing taun 1836. ,Koleksi ini kemudian dipindahkan ke Perpustakaan Zentralbibliothek Zürich pada tahun 1836. ,Pakaryan kasebut menyang zentralbibliothek Zürich ing taun 1836.
2878,2878,"Lintasan punika maringi 179 kemungkinan lintasan kanthi konfigurasi dawa wiwit 826 dumugi 5,861 mèter. ","Lintasan ini memberikan 179 kemungkinan lintasan dengan konfigurasi panjang mulai 826 hingga 5,861 meter. ",Lagu iki 179 bisa dadi lintasan sing duwe konfigurasi lawas saka 826 nganti 5.861 meter.
2879,2879,"Lumantar aplikasi iki, Sour Sally tau kerja sama karo radio Prambors nganakake kuis Kabur Libur kanthi bebungah utama mlaku-mlaku ing Koréa Kidul kang dianakake ing wulan Agustus 2014 kapungkur. ","Melalui aplikasi ini, Sour Sally pernah bekerjasama dengan radio Prambors mengadakan kuis Kabur Libur dengan hadiah utama jalan-jalan ke Korea Selatan yang diadakan pada bulan Agustus 2014 lalu. ","Liwat aplikasi iki, Surh Sally wis kerja sama karo Radio Prambors sing nganggo agul-agul cairan kuis kanthi hadiah utama ing Korea Kidul sing digunakake ing wulan Agustus."
2880,2880,"Minangka panceripun bisnis, pulitik, lan kabudayan, Jakarta dipun-ngginakaken minangka ngadegipun kantor-kantor BUMN, perusahaan swasta, lan perusahaan manca nagari. ","Sebagai pusat bisnis, politik, dan kebudayaan, Jakarta merupakan tempat berdirinya kantor-kantor pusat BUMN, perusahaan swasta, dan perusahaan asing. ","Minangka bisnis, politik, Jakarta, Jakarta digunakake minangka bugu bugur, perusahaan swasta, lan perusahaan manca."
2881,2881,Nalika tanggal 7 Januari 2010 Teuku Zacky lan bojone nduwé anak kang jenenge Teuku Zio Zafiero Adam. ,Tanggal 7 Januari 2010 Teuku Zacky dan istrinya dikaruniai seorang putra yaitu Teuku Zio Zafiero Adam. ,Tanggal 7 Januari 2010 Teuku Zacey lan Haph duwe anak lanang jenenge Teuku Zio Ziaero Adam.
2882,2882,"Sampun dipunklaim déning sapérangan tiyang bilih panèl kaca ing Piramida Louvre punika gunggungipun 666, ""angka makluk buas"", asring dipungayutaken kaliyan Setan. ","Telah diklaim oleh beberapa orang bahwa panel kaca di Piramida Louvre berjumlah 666, ""angka makhluk buas"", sering dikaitkan dengan Setan. ","Iki wis digawe dening pirang-pirang gelas ing piramida Louvre yaiku 666, ""mambu, asring digandhengake karo dhemit."
2883,2883,"Umumipun asal saking laladan Cutch, Kathiawar lan Gujarat. ","Mereka umumnya berasal dari daerah Cutch, Kathiawar dan Gujarat. ","Iki minangka com, Kathiawar lan Gujarat."
2884,2884,"Ing taun 2006, jenengé mlebu ing ""Pratélan 40 orang terkaya di Indonésia (2006)"" saka Majalah Forbes. ","Pada tahun 2006, namanya masuk dalam ""Daftar 40 orang terkaya di Indonesia (2006)"" dari Majalah Forbes. ","Ing taun 2006, asmane mlebu ""40s News ing Indonesia (2006)"" Majalah Forbes."
2885,2885,"Anindya dimahkotakake minangka pemenang Puteri Indonésia 2015 ing tanggal 20 Fèbruari 2015 genteni Elvira Devinamira, Puteri Indonésia 2014. ","Anindya dimahkotakan sebagai pemenang Puteri Indonesia 2015 pada tanggal 20 Februari 2015 menggantikan Elvira Devinamira, Puteri Indonesia 2014. ","Anindya dipangan minangka juara Indonesia 2015 tanggal 20 Februari 2015 Tennuti Elvira Devinamira, Putri Indonesia 2014."
2886,2886,Dhèwèké uga dadi ketua umum PSSI periode 1930-1940. ,Ia juga adalah ketua umum PSSI periode 1930-1940. ,Dheweke uga ketua wektu PSSI PSSI ing taun 1930-1940.
2887,2887,"Saka 1957 nganti taun 1999, dheweke ngasilake puluhan buku lan atusan artikel. ","Sejak tahun 1957 hingga 1999, ia telah menghasilkan puluhan buku serta ratusan artikel. ","Saka taun 1957 nganti 1999, dheweke ngasilake puluhan buku lan atusan artikel."
2888,2888,"Ana 3 baku sistem pemancar télévisi digital ing dunya, ya iku télévisi digital (DTV) ing Amérika, penyiaran video digital terestrial (DVB-T) ing Éropah, lan layanan penyiaran digital terestrial terintegrasi (ISDB-T) ing Jepang. ","Terdapat tiga standar sistem pemancar televisi digital di dunia, yaitu televisi digital (DTV) di Amerika, penyiaran video digital terestrial (DVB-T) di Eropa, dan layanan penyiaran digital terestrial terintegrasi (ISDB-T) di Jepang. ","Ana 3 sistem terviasi digital Digital digital (DTV) ing Amerika, siaran video Digital ing Eropa, lan ISDB-T) ing Jepang."
2889,2889,"Asteroid ing kelompok iki nyedhaki orbit Bumi, nanging ora nglintasi. ","Asteroid dalam kelompok ini mendekati orbit Bumi, namun tidak melintasinya. ","Asteroid ing klompok iki nyedhaki orbit Bumi, nanging ora nyabrang."
2890,2890,"Ing kalangan penerbangan tempur AS, A-10 Thunderbolt kaloka kanti jejuluk jeneng ""Warthog"" utawa ""Hog"". ","Di kalangan penerbangan tempur AS, A-10 Thunderbolt terkenal dengan julukan nama ""Warthog"" atau ""Hog"". ","Ing pesawat pejuang AS, a-10 Thunderbolt Kaloka dumunung ing jeneng ""Warthog"" utawa ""Hog""."
2891,2891,"Taun 1952, maskapé punika tumbas pesawat Douglas DC-3, ingkang dipunginaakèn kanggé penerbangan ing Aden, Asmara, Beirut, Cairo lan Jeddah. ","Tahun 1952, maskapai ini membeli pesawat Douglas DC-3, yang digunakan untuk penerbangan ke Aden, Asmara, Beirut, Cairo dan Jeddah. ","Ing taun 1952, penerbangan Douglas DC-3 digunakake kanggo penerbangan ing Aden, RSMAR, Beirut, Jeddah Cairo."
2892,2892,Insiden iki dadi titik balik paperangan ing kawasan Pasifik. ,Insiden ini menjadi titik balik peperangan di kawasan Pasifik. ,Kedadeyan iki minangka titik perang ing wilayah Pasifik.
2893,2893,"Seorang putra Rehuel, Hobab lajèng ndèrèk Musa kèsah ing tanah Kanaan. ","Seorang putra Rehuel, Hobab kemudian ikut Musa pergi ke tanah Kanaan. ","Putrane Reuel, Musa wong lan kuotasi ing tanah Kanaan."
2894,2894,"Rikala wekdal Revolusi Perancis pecah, piyambakipun kapeksa ninggalaken Paris lan dumunung ing Blois sesarengan kaliyan kancanipun ingkang ilmuwan ugi, Jean-Charles de Borda (1733-1799). ","Pada waktu Revolusi Prancis pecah, ia terpaksa meninggalkan Paris tinggal di Blois dengan sahabatnya yang juga ilmuwan, Jean-Charles de Borda (1733-1799). ","Ing revolusi, dheweke kudu ninggalake Paris lan dumunung ing Blois karo ilmuwan, Jean-Charles de Borda (1733-1799)."
2895,2895,Diarsip saka sing asli ing 2002-02-10. Shakhrah ,Diarsipkan dari versi asli tanggal 2002-02-10. ^ Shakhrah ,Diare asli 2002-02-10. Shakhrah
2896,2896,"Hedy Lamarr (/ˈhɛdi/; 9 November 1914 – 19 Januari 2000) inggih punika tiyang aktris lan matematikawan Austria-Amérika ingkang misuwur amargi kecantikanipun lan dados bintang kontrak ageng ing ""Zaman Keemasan"" MGM. ","Hedy Lamarr (/ˈhɛdi/; 9 November 1914 – 19 Januari 2000) adalah seorang aktris dan matematikawan Austria-Amerika yang terkenal karena kecantikannya dan menjadi bintang kontrak besar pada ""Zaman Keemasan"" MGM. ","Hei Lamarr (/ hɛdi /; 9 November 1914 - 19 Januari 19, 19 taun 190) yaiku aktor Austria - matematika Austria - Matematika sing apik ing ""mgm."
2897,2897,"Dhata saka satelit Hipparcos, ditambah karo pangamatan, konsistèn kanthi hipotèsis yèn telu lintang iki wujud sawijining sistem kang kaiket. ","Data dari satelit Hipparcos, ditambah dengan pengamatan, konsisten dengan hipotesis bahwa tiga bintang ini merupakan suatu sistem yang terikat. ","Selehake saka satelit Hipparcos, ditambah karo pengamatan, telung hypitesis -star minangka sistem kaiket."
2898,2898,"Ing Dhusun Rawaseneng, para bruder Budi Mulia (Bruder Santa Maria saka Lourdes) ngedekke Sekolah Pertanian ""Helderweirdt"" ing taun 1936. ","Di Dusun Rawaseneng, para bruder Budi Mulia (Bruder Santa Maria dari Lourdes) mendirikan Sekolah Pertanian ""Helderweirdt"" pada tahun 1936. ","Ing desa, Bruder Bruder Mulia (Bruder Santa Maria Lourd) ngrayakake ""HelDerweettT"" sekolah pertanian ""ing taun 1936."
2899,2899,Urip ing Wina. ,Pembukaan Wina. ,Urip ing Wina.
2900,2900,"1994-Pamaréntah Angola lan golongan pambrontak UNITA nandhatangani Protokol Lusaka, ngakiri perang sadulur suwéné 19 taun. ","1994 - Pemerintah Angola dan kelompok pemberontak UNITA menandatangani Protokol Lusaka di Zambia, mengakhiri perang saudara selama 19 tahun. ","19944-Pemerintah lan unita ngrangkul mlebu protokol Lusaka, sing dituntut ing taun 19 sadulur."
2901,2901,"Lembaga Yudikatif wiwit mangsa réformasi lan anané amandemèn UUD 1945 diayahi déning Mahkamah Agung, Komisi Yudisial, lan Mahkamah Konstitusi, kalebu pangaturan administrasi para hakim. ","Lembaga Yudikatif sejak masa reformasi dan adanya amendemen UUD 1945 dijalankan oleh Mahkamah Agung, Komisi Yudisial, dan Mahkamah Konstitusi, termasuk pengaturan administrasi para hakim. ","Institusi pengadilan diwiwiti ing pungkasan taun 1945 Amandmon, Pengadilan Tinggi, Judi Nabi, lan Pengadilan Konstitusi, kalebu susunan administrasi hakim."
2902,2902,Lambang Antigua lan Barbuda ,Lambang Antigua dan Barbuda ,Ikon Antigua lan Barbuda
2903,2903,"Ing versi iki, Cinderella lan pangéran bagus wis ketemu sadurungé pesta dansa ing puri. ","Dalam versi ini, Cinderella dan Pangeran Tampan telah bertemu sebelum pesta dansa istana. ","Ing versi iki, Cinderella lan Gusti sing apik kepethuk karo manten Dansa ing Puri."
2904,2904,"Plembungan modern tinemu déning Michael Faraday nalika taun 1800-an, nanging produksiné durung kelakon nganti akir taun 1930-an. ","Balon modern ditemukan oleh Michael Faraday pada tahun 1800-an, akan tetapi produksi massal balon belum terjadi sampai akhir tahun 1930-an. ","Jalur modern ditemokake dening Michael Faraday ing taun 1800 -an, nanging produksi ora kedadeyan nganti pungkasan taun 1930 -an."
2905,2905,"Menem kapilih dados gubernur La Rioja taun 1973, sawijining posisi wigati damel piyambakipun dipunsoroti sasampun lengseripun Présidhèn Isabel Martínez de Perón rikala Maret 1976. ","Menem terpilih menjadi gubernur La Rioja pada 1973, sebuah posisi penting membuat ia disoroti setelah tergulingkannya Presiden Isabel Martínez de Perón pada Maret 1976. ","Mene dadi gubernur nomer 1973, posisi sing penting kanggo nyiyapake manawa dheweke wungu sawise diwenehake Presiden Isabel Martínez De Perón Rikala Maret 1976."
2906,2906,AS Terbuka wiwitané wujud rong turnamèn kapisah: turnamèn putra lan turnamèn putri. ,AS Terbuka berawal dari dua turnamen terpisah: turnamen putra dan turnamen putri. ,AS kanthi terbuka minangka wiwitaning rong turnamen kapisah: Turnamen Putrane lan putri.
2907,2907,Bahan kanggé kurotomesode inggih punika kain krep ireng tanpa motif tenun. ,Bahan untuk kurotomesode adalah kain krep hitam tanpa motif tenun. ,Bahan kanggo KuroTomesode yaiku kain crepe ireng tanpa nenun.
2908,2908,"Nalika dirilis dadi single ana ing sasi Juni 2006 karo B-side Crying Shame, lagu iki bisa mapan ing posisi 4 ing UK Singles Chart. ","Ketika dirilis sebagai single pada bulan Juni 2006 dengan B-side Crying Shame, lagu ini mencapai posisi 4 di UK Singles Chart. ","Nalika dibebasake minangka siji ing wulan Juni 2006 karo nangis B-Side, lagu kasebut bisa diselehake ing grafik tunggal 4 UK."
2909,2909,"Ing warsa 1999, Einstein ""Tiyang Abad Sapunika"" déning majalah Time. ","Pada tahun 1999, Einstein dinamakan ""Tokoh Abad Ini"" oleh majalah Time. ","Ing taun 1999, Einstein ""abad saiki"" Miturut majalah Time."
2910,2910,"Piyambakipun dipunsarekaken ing tanggal 19 Novèmber 2004 ing St. Botvids Kyrkogård, Huddinge. ","Ia dimakamkan pada 19 November 2004 di St. Botvids Kyrkogård, Huddinge. ","Dheweke diandharake tanggal 19 November 2004 ing St. Botvids Kyrkogård, Huddinge."
2911,2911,"Film iki didistribusikake déning Kalyana Shira Film lan dirilis 7 Fèbruari 2002 ing Jakarta, Indonésia. ","Film ini didistribusikan oleh Kalyana Shira Film dan dirilis 7 Februari 2002 di Jakarta, Indonesia. ","Film kasebut disebar dening film kapal Kalyan lan dirilis 7 Februari 2002 ing Jakarta, Indonesia."
2912,2912,"Pangowahan ing urip ing Israèl iku kususé muter ing kisahé wong telu: Nabi Samuel, Raja Saul, lan Raja Dawud. ","Perubahan dalam kehidupan nasional di Israel itu khususnya berkisar pada tiga orang: Nabi Samuel, Raja Saul, dan Raja Daud. ","Pangowahan ing urip ing Israel muter ing tentara telu, Samuel, Raja Saul, lan David."
2913,2913,"Pusat Tolbiac : sawijining yasan sèkundèr Pusat Mendès-France (ingkang ugi dipunsebut ""Tolbiac""). ","Pusat Tolbiac : sebuah bangunan sekunder Pusat Mendès-France (yang juga disebut ""Tolbiac""). ","Pusat Tolbiac: Pusat Celana Pusat 28 (uga diarani ""Tolbiac"")."
2914,2914,"Tanggal 23 Mèi 2006 manajemen Kakus kepeksa ngganti domain .com dadi .us, amarga nyebaré virus brontok kang digawé supaya bisa nyerang situs-situs gédhé saka Indonésia lan Kaskus dadi sasaran kang utama. ","Pada tanggal 23 Mei 2006 manajemen Kaskus terpaksa mengubah domain dari .com menjadi .us, karena penyebaran virus Brontok yang dibuat dengan tujuan menyerang situs-situs besar Indonesia di mana Kaskus masuk dalam target penyerangan. ","23 Manajemen kamera tengah 2006, amarga anané brontok sing digawe kanggo nyerang asosiasi Indonesia lan kasar dadi target utama."
2915,2915,Guru Besar IKJ wiwit 2004 ya iku Sardono W Kusumo. ,Guru Besar IKJ sejak 2004 adalah Sardono W Kusumo. ,Guru Master Agung wiwit taun 2004 Ya Sardono W Kusumo.
2916,2916,Karya sastra iki ditulis kurang luwih taun 1860 Masehi. ,Karya sastra ini ditulis kurang lebih pada tahun 1860 Masehi. ,Pakaryan sastra iki disetujoni udakara 1860 iklan.
2917,2917,Lan ing final Formula BMW Dunia ing 2005 piyambakipun kaasil dados runner-up. ,Dan dalam final Formula BMW Dunia pada 2005 ia berhasil menjadi runner-up. ,"Lan ing formula pungkasan ing jagad BMW ing taun 2005, dheweke dadi juru main."
2918,2918,Deflasi iku kosok balené inflasi. ,Deflasi kebalikan dari inflasi. ,Deflasi sebaliknya.
2919,2919,"Dijadwalaké kanggo 5 Mèi 2006, banjur rampung nalika 11 Mèi 2006; perusahaan iki nyathet munggahé rega bahan bakar lan tekanan pasar liyané kang menjurus marang batas permintaan investor lan pengurangan rega saham saka €15.0-17.5 nganti €11.5-14.5 lan bursa saham dibukak ing €12.0. ","Dijadwalkan untuk 5 Mei 2006, kemudian berakhir pada 11 Mei 2006; perusahaan ini mencatat kenaikan harga bahan bakar dan tekanan pasar lainnya yang menjurus kepada batas permintaan investor dan pengurangan harga saham dari €15.0-17.5 hingga €11.5-14.5 dan bursa saham dibuka pada €12.0. ","Jadwal 5 Mèi 2006, banjur rampung ing 11 taun 2006; Perusahaan kasebut kacathet ing rega bahan bakar lan tekanan pasar liyane ing kabeh investor lan pengurangan rega saham € 15,0-14.5 lan ijol-ijolan saham dibukak kanthi € 12,0."
2920,2920,Gendéra Finlandia (Siniristilippu-Gendéra Salib Biru) dijupuk ing taun 1918. ,Bendera Finlandia (Siniristilippu - Bendera Salib Biru) diadopsi pada tahun 1918. ,Gendéra Finland (Palang Synical Blue Blue) dijupuk ing taun 1918.
2921,2921,"Salah sijiné ya iku Ira bareng karo Yayasan Kanker Indonésia kang wis dinobatake dadi Duta Kampanye `Bantu Cegah Kanker serviks`, Ira nggethok tularake informasi babagan bebayaning kanker serviks lan upaya pencegahane. ","Salah satunya adalah bersama dengan Yayasan Kanker Indonesia (YKI) yang telah menobatkannya sebagai Duta Kampanye 'Bantu Cegah Kanker serviks', Ira menyebarluaskan informasi mengenai bahaya kanker serviks dan upaya pencegahannya. ","Salah sawijine yaiku IRA karo Yayasan Kanker Indonesia sing wis dadi kampanye dingeria `mbantu kanker serviks, Ira ngalahake peringatan lan kesaksian kanker."
2922,2922,"Salaminipun Révolusi Prancis, panjenenganipun punika dados favoritipun Marie Antoinette lan salajengipun Napoleon. ","Selama Revolusi Prancis, ia adalah favorit Marie Antoinette dan kemudian Napoleon. ","Sajrone revolusi Prancis, dheweke dadi kulawarga Antoinette Marie lan Napoleon."
2923,2923,Nami bapanipun mungkin sesambetan kulawarga kaliyan kalih Paus sanèsipun: Feliks III (483-492) lan Gregorius I (590-604). ,Nama ayahnya mungkin terkait hubungan keluarga dengan dua Paus lainnya: Feliks III] (483-492) dan Gregorius I (590-604). ,Bapake bisa uga duwe hubungan kulawarga karo loro paus: tetep III (483-492) lan Gregorius I (590-604).
2924,2924,Piyambakipun dados direktur ing Lembaga Fisika lan profesor fisika wonten ing Strasbourg (1895). ,Ia menjadi direktur di Lembaga Fisika dan profesor fisika di Strasbourg (1895). ,Dheweke dadi direktur agensi fisika lan Profesor Fisika ing Strasbourg (1895).
2925,2925,Timur 1 ya iku terminal amung iku nglayani penerbangan internasional. ,Timur 1 adalah terminal hanya itu melayani penerbangan internasional. ,"East 1 Ya, mung siji-sijine penerbangan internasional."
2926,2926,2006 Robot Al-Ashry PENS Juwara Kontès Robot Cerdas Indonésia (KRCI) 2006 Kategori Beroda ing Jakarta. ,2006 Robot Al-Ashry PENS Juara Kontes Robot Cerdas Indonesia (KRCI) 2006 Kategori Beroda di Jakarta. ,2006 Robot Al-Ashry Pens Buodile ing Indonesia (kria) 2006 sajrone Kategori ing Jakarta.
2927,2927,"Pengalamane minangka freelance-editor ing Selandia Baru lan Indonesia wis ngasilaké buku sastra cacah papat lan buku seni rupa cacah loro: Tongue in Your Ear, vol. ","Pengalamannya sebagai freelance-editor di Selandia Baru dan Indonesia telah menghasilkan empat buku sastra dan dua buku seni rupa: Tongue in Your Ear, vol. ","Latihan yaiku Penyunting Independen ing New Zealand lan Indonesia wis nggawa papat literatur, rong buku robberry: ilat ing kuping, vol."
2928,2928,Waditra iki manjing kelompok waditra penandha. ,Keduanya merupakan kaum Detya (raksasa). ,Wadra gabung karo klompok Wadtri Stranger.
2929,2929,"Nanging nalika awal taun 1970-an, dhèwèké nentang Orde Baru. ",Beroperasi pada akhir tahun 1970-an dengan lelucon baru setiap hari kerja. ,"Nanging ing wiwitan taun 1970-an, dheweke nentang urutan anyar."
2930,2930,"Lima planit paling cerak menyang Srengéngé saliyané Bumi (Merkurius, Venus, Mars, Yupiter lan Saturnus) wis ditepungi wiwit jaman biyèn amarga kabèh bisa dideleng kanthi mata langsung. ","Lima planet terdekat ke Matahari selain Bumi (Merkurius, Venus, Mars, Yupiter dan Saturnus) telah dikenal sejak zaman dahulu karena mereka semua bisa dilihat dengan mata telanjang. ","Limang planèt sing paling padhang ing srengenge (Mercury, Venus, Mars, Jupiter lan Saturn) wis dingerteni wiwit jaman biyen."
2931,2931,"Cobain krama karo Courtney Love ing tanggal 24 Fèbruari 1992 ing Waikiki, Hawaii. ","Cobain menikah dengan Courtney Love pada 24 Februari 1992 di Waikiki, Hawaii. ","Cobain karo Courtney Love ing taun 1992 ing 1992 ing Waikiki, Hawaii."
2932,2932,Golgi lulus nalika taun 1865. ,Golgi lulus pada 1865. ,Golgi lulus ing taun 1865.
2933,2933,Suárez dipuntransfer dhateng Ajax ing taun 2007. ,Suárez ditransfer ke Ajax pada tahun 2007. ,Suárez ana ing ngisor AJAX ing taun 2007.
2934,2934,"Wonten ing Bumi, piyambakipun punika dados salah satunggal saking tim Autobots nalika ngadhepi serangan Decepticons. ","Di Bumi, ia menjadi salah satu tim Autobots dalam menghadapi serangan Decepticons. ","Ing bumi, dheweke minangka salah sawijining tim AutoBots nalika ngadhepi serangan."
2935,2935,"AKB48 wujud pemegang Guinness World Record minangka""grup pop paling populèr ing dunya"". ","AKB48 merupakan pemegang Guinness World Record sebagai ""grup pop terbesar di dunia"". ","AKB48 minangka wadhah rekaman donya sing penting minangka ""klompok pop populer ing jagad iki""."
2936,2936,"Mesin Jahit Ibuku (2004) iku tulisan kang diterbitaké ing majalah wanita, Ummi. ","""Mesin Jahit Ibuku"" (2004) adalah sebuah tulisan yang diterbitkannya di majalah wanita Ummi yang sekaligus menjadi pelecut baginya untuk terus menulis. ","Ibu ibuku (2004) minangka skrip sing diterbitake ing majalah wanita, ummi."
