,id,text,label,ind
2593,2593,"Maraton Internasional beijing (Hanzi:北京国际马拉松赛; Pinyin:běijīng guójì mǎlāsōng sài) ya ikumaraton taunan jarak 42,195 km diadake ing bulan Oktober ing Beijing, Cina. ","Maraton Internasional beijing (Hanzi:北京国际马拉松赛; Pinyin:běijīng guójì mǎlāsōng sài) adalah maraton tahunan dengan jarak 42,195 km diadakan pada bulan Oktober di Beijing, Cina. ",Beijing International Marathon (Hanzi: 北京 国际 马拉松赛;
2594,2594,Ing antawisipun pangusul punika ingkang paling kaorganisasi inggih punika golongan biskop Walandi lan Jerman ingkang dipuntepangi minangka para Biskop Rhine. ,Di antara pengusul ini yang paling terorganisasi adalah kelompok uskup Belanda dan Jerman yang dikenal sebagai para Uskup Rhine. ,Di antara saran yang paling terorganisir adalah uskup Belanda dan Jerman yang dikenal sebagai Uskup Rhine.
2595,2595,"DNA nyekel peran wigati ing èlmu komputer, minangka masalah risèt lan minangka siji cara komputasi. ","DNA memainkan peran penting dalam ilmu komputer, baik sebagai masalah riset dan sebagai sebuah cara komputasi. ","DNA memainkan peran penting dalam ilmu komputer, baik sebagai masalah penelitian dan sebagai cara komputasi."
2596,2596,"Tanggal 14 Fèbruari 2009, James bisa gawé rekor kanggo tampil paling akèh ndhik Liga Utama Inggris ya iku ping 536, bisa ngléwati rekor sing sadurungé digawé Gary Speed. ","Pada 14 Februari 2009, James berhasil mencapai rekor penampilan terbanyak di Liga Utama Inggris dengan 536 kali penampilan, melewati rekor yang sebelumnya dicapai Gary Speed. ","Pada 14 Februari 2009, James mencapai rekor kinerja terbanyak di Liga Premier Inggris dengan 536 penampilan, melewati rekor sebelumnya yang dicapai oleh Gary Speed."
2597,2597,"Masalah Gisik Kulon, Lurung Gaza, lan Yerusalem Wétan muncul minangka akibat saka Perang Enem Dina taun 1967. ","Masalah Tepi Barat, Jalur Gaza, dan Yerusalem Timur muncul sebagai akibat dari Perang Enam Hari pada 1967. ","Masalah Tepi Barat, Jalur Gaza, dan Yerusalem Timur muncul sebagai hasil dari Perang Enam Hari pada tahun 1967."
2598,2598,Sèl pit bisa ngindhuksi pepati sanalika ing sèl tumor tanpa gumantung ing èksprèsi antigen ing komplèks histokompatibilitas utama. ,Sel pit dapat menginduksi kematian seketika pada sel tumor tanpa bergantung pada ekspresi antigen pada kompleks histokompatibilitas utama. ,Sel -sel pit dapat menyebabkan kematian dalam sel tumor tanpa mengandalkan ekspresi antigen di kompleks histocabol utama.
2599,2599,"Tanggal 29 Oktober 1999, panjenengané diangkat minangka Mantri Pertambangan lan Energi ing pamaréntahan kang dipandhegani déning Présidhèn Abdurrahman Wahid. ","Pada 29 Oktober 1999, ia diangkat sebagai Menteri Pertambangan dan Energi di pemerintahan pimpinan Presiden Abdurrahman Wahid. ","Pada tanggal 29 Oktober 1999, ia diangkat sebagai Menteri Pertambangan dan Energi dalam pemerintahan yang dipimpin oleh Presiden Abdurrahman Wahid."
2600,2600,Kalender Ortodoks Yunani-Kapel Online lan Kalèndher Ortodoks Yunani ,Kalender Ortodoks Yunani - Kapel Online dan Kalender Ortodoks Yunani ,Kalender Ortodoks Yunani - Kalender Ortodoks Yunani dan Yunani
2601,2601,"Minangka conto krisis ékonomi 1994 ing Meksiko, krisis ékonomi Argentina (1999-2002), krisis ékonomi Amérika Kidul 2002, krisis ékonomi Kamerun. ","Misalnya krisis ekonomi 1994 di Meksiko, krisis ekonomi Argentina (1999-2002), krisis ekonomi Amerika Selatan tahun 2002, krisis ekonomi Kamerun. ","Sebagai contoh, krisis ekonomi 1994 di Meksiko, krisis ekonomi Argentina (1999-2002), krisis ekonomi Amerika Selatan 2002, krisis ekonomi Kamerun."
2602,2602,"Sadangunipun sujarah, rekor gol ingkang paling kathah dipuncepeng déning Nottingham Forest. ","Sepanjang sejarahnya, rekor gol terbanyak yang dicetak dalam satu pertandingan masih dipegang oleh Nottingham Forest. ","Sepanjang sejarahnya, skor rekor teratas dalam pertandingan masih dipegang oleh Nottingham Forest."
2603,2603,Pahatan Arthur Jewitt nggambarkan griya Rayner ing Matlock Back taun 1832. ,Pahatan Arthur Jewitt menggambarkan rumah Rayner di Matlock Back tahun 1832. ,Patung Arthur Jewitt menggambarkan rumah Rayner di Matlock pada tahun 1832.
2604,2604,Jenderal Grant ya iku pahlawan Perang Sedulur Amérika. ,Jenderal Grant adalah seorang pahlawan Perang Saudara Amerika. ,General Grant adalah pahlawan Perang Saudara Amerika.
2605,2605,Ilmu Lintang: panalitèn Lintang. ,"""Views: Pengakuan Peringkat"". ","""Tampilan: Pengenalan Level""."
2606,2606,Fruitadens ya iku génus dinosaurus heterodontosaurid. ,Fruitadens adalah genus dinosaurus heterodontosaurid. ,Fruitadens adalah genus dinosaurus heterodontousaurid.
2607,2607,"Wonten ing saknjawinipun masyarakat Jepang, dhaharan ikizukuri punika kalebet dhaharan ingkang boten limrah. ","Dalam masyarakat Jawa, sering kali alasan yang dipakai adalah agar mereka tidak saling melupakan satu sama lain (kepatèn obor). ","Dalam komunitas Jawa, seringkali alasan yang digunakan adalah bahwa mereka tidak melupakan satu sama lain (ubur -ubur)."
2608,2608,"Awit wekdal samanten, Hitler kanthi rikat saged yasa rézim totalitarian ing Jerman ingkang dipunsebat Reich kaping tiga. ","Sejak saat itu, Adolf Hitler dengan cepat membangun rezim totalitarian di Jerman. yang dikenal dengan sebutan Reich ketiga. ","Sejak itu, Adolf Hitler dengan cepat membangun rezim totaliter di Jerman. Dikenal sebagai Reich Ketiga."
2609,2609,"Wonten ing struktur kolano, ikatan genealogis lan teritorial gadhah peran minangka faktor pemersatu, déné wonten ing kesultanan agama Islam ingkang dados faktor pemersatu. ","Dalam struktur kolano, ikatan genealogis dan teritorial berperan sebagai faktor pemersatu, sedangkan dalam kesultanan agama Islamlah yang menjadi faktor pemersatu. ","Dalam struktur collano, ikatan dan ikatan regional bertindak sebagai faktor penyatuan, sedangkan dalam kesultanan Islam itu adalah faktor unifikasi."
2610,2610,"Lokasi ingkang dados punjering semburan namung jarakipun 150 mèter saking sumber Banjar Pani-1 (BJP-1), inggih punika sumr eksplorasi gas kagunganipun Lapindo Brantas Inc minangka operator blok Brantas. ","Lokasi pusat semburan hanya berjarak 150 meter dari sumur Banjar Panji-1 (BJP-1), yang merupakan sumur eksplorasi gas milik Lapindo Brantas Inc sebagai operator blok Brantas. ","Lokasi pecah hanya 150 meter dari Banjar Panji-1 (BJP-1), yang merupakan eksplorasi gas yang dimiliki oleh Lapindo Brantas Inc. Sebagai operator blok Brantas."
2611,2611,1601 - Miya-juku dados salah satunggaling papan mandeg ing jalur Tōkaidō. ,1601 - Miya-juku menjadi salah satu tempat perhentian di jalur Tōkaidō. ,1601 - Miya -Juku adalah salah satu pemberhentian di rute Tōkaidō.
2612,2612,Ibu Sholokhov asalipun saking Ukraina lan janda satunggaling tiyang Kossak. ,Ibu Sholokhov berasal dari Ukraina dan janda seorang Kossak. ,Ms. Sholokhov berasal dari Ukraina dan Kossak Widow.
2613,2613,"Pasca perang, nalika tanggal 10 Maret 1945 maskapé iki beroperasi manèh kanti pesawat Douglas DC-3 lan Lisunov Li-2 (Douglas DC-3 versi Soviet). ","Pasca perang,tepatnya pada tanggal 10 Maret 1945 maskapai ini kembali beroperasi dengan menggunakan pesawat Douglas DC-3 dan Lisunov Li-2 (Douglas DC-3 yang di lisensi Uni Soviet). ","Setelah perang, pada 10 Maret 1945, maskapai ini kembali beroperasi di Douglas DC-3 dan Lisunov Li-2 (Douglas DC-3, yang berada di lisensi Uni Soviet)."
2614,2614,Piyambakipun dados pembalap Mercedes GP pertama ngantos Juan Manuel Fangio ing GP Italia 1955 ingkang mbétahakn menangi balapan. ,Ia menjadi pembalap Mercedes GP pertama sejak Juan Manuel Fangio di GP Italia 1955 yang mampu memenangi balapan. ,Dia menjadi pengendara Mercedes pertama sejak Juan Manuel Fangio pada tahun 1955 Italia GP yang mampu memenangkan perlombaan.
2615,2615,Dua jinis modhèl kang banyak dipigunakaké ya iku modhèl rataan bergerak (moving average) (MA) lan modhèl autoregresif (AR). ,Dua jenis model yang banyak digunakan adalah model rataan bergerak (moving average) (MA) dan model autoregresif (AR). ,Dua jenis model yang banyak digunakan adalah model rata -rata (MA) dan autoregresif (AR).
2616,2616,"Wiwit taun 2006, Park rekaman bareng kanca kang sa-label kaya ta Big Bang, Lexy, lan Masta Wu. ","Mulai tahun 2006, Bom melakukan rekaman bersama rekan satu label seperti Big Bang, Lexy, dan Masta Wu. ","Mulai tahun 2006, bom rekaman dengan label teman seperti Big Bang, Lexy, dan Masta Wu."
2617,2617,Banjur dilakukake métodhe spektrofotometri kanggo ngukur jumlah protéin kang tergumpal ing lisat mau kang ngendi bisa dideteksi nganti 10pg/ml lipopolisakarida. ,Lalu dilakukan metode spektrofotometri untuk mengukur jumlah protein yang tergumpalkan pada lisat tersebut yang mana bisa terdeteksi hingga 10pg/ml lipopolisakarida. ,Kemudian metode spektrofotometrik dilakukan untuk mengukur jumlah protein yang dihancurkan dalam lisat yang terdeteksi hingga 10 pagi/ml lipopolysaccharides.
2618,2618,Pabrik Kaltim-1 lan pabrik Kaltim-2 diresmikake déning Présidhèn Soeharto nalika tanggal 28 Oktober 1984. ,Pabrik Kaltim-1 dan pabrik Kaltim-2 diresmikan oleh Presiden Soeharto pada tanggal 28 Oktober 1984. ,Pabrik Calm-1 dan Pabrik Calm-2 diresmikan oleh Presiden Soeharto pada 28 Oktober 1984.
2619,2619,Dhèwèké banjur dadi pembicara ana ing sidang raya DGD ing Amsterdam (1948) lan Evanston (1954). ,Kemudian ia juga menjadi pembicara dalam sidang raya DGD di Amsterdam (1948) dan Evanston (1954). ,Kemudian dia juga seorang pembicara di Sesi DGD di Amsterdam (1948) dan Evanston (1954).
2620,2620,Zuse nampa Werner-von-Siemens-Ring ana ing taun 1964 kanggo penemuané mau. ,Ia menerima Werner-von-Siemens-Ring pada tahun 1964 untuk penemuan itu. ,Dia menerima cincin Werner-Von-Siikan pada tahun 1964 untuk penemuan ini.
2621,2621,Sistem Warna ugi dipunanggep mbentenaken kedhudhukan tiyang. ,Perubahan sistem warna tergantung pada bagaimana disimpan. ,Perubahan sistem warna tergantung pada cara menghemat.
2622,2622,Indonesian Gospel Musician tur ana ing Indonesia Timur lan Australia. ,Indonesian Gospel Musician tur ke Indonesia Timur dan Australia. ,Kunjungi musisi Injil Indonesia ke Indonesia Timur dan Australia.
2623,2623,"Nalika sekolah ing Sekolah Dasar, Reza wis menangaké akèh lomba nyanyi. ","Ketika duduk di bangku sekolah dasar, Reza sudah memenangkan berbagai kejuaraan menyanyi. ","Saat duduk di sekolah dasar, Reza memenangkan berbagai turnamen bernyanyi."
2624,2624,Beverly Hills Chihuahua iku sawijining filem aksi lan drama komedi taun 2008 karya Walt Disney Pictures lan disutradarani Raja Gosnell. ,Beverly Hills Chihuahua adalah film drama komedi action tahun 2008 dari Walt Disney Pictures yang disutradai oleh Raja Gosnell. ,"Beverly Hills Chihuahua adalah film drama komedi 2008 dari Walt Disney Pictures, disutradarai oleh King Gosnell."
2625,2625,Piyambakipun inggih punika présidhèn wanita saksampunè Corazon C. Aquino ing nagara. ,Ia adalah presiden wanita setelah Corazon C. Aquino di negaranya. ,Dia adalah presiden wanita setelah Corazon C. Aquino di negaranya.
2626,2626,"Babagan fisika atomik, molekul, lan optik adhep-adhepan kaliyan individual atom lan molekul, lan cara mereka nyerep lan medalaken cahya. ","Bidang Fisika atomik, molekul, dan optik berhadapan dengan individual atom dan molekul, dan cara mereka menyerap dan mengeluarkan cahaya. ","Bidang fisik atom, molekul, dan optik menghadapi atom dan molekul individu, dan cara mereka menyerap dan memancarkan cahaya."
2627,2627,Sabe cabang mau nindakakake eksperimen biologi lan kimia kang wis ngrembaka déning Unit 731. ,Masing-masing cabang melakukan eksperimen biologi dan kimia yang telah dikembangkan oleh Unit 731. ,Setiap cabang melakukan percobaan biologis dan kimia yang dikembangkan oleh unit 731.
2628,2628,Asil proyèk iki diterbiaté ing Journal of the American Medical Association (JAMA) taun 1988. ,Hasil proyek ini diterbitkan dalam Journal of the American Medical Association (JAMA) pada 1988. ,Hasil proyek ini diterbitkan dalam Journal of American Medical Association (JAMA) pada tahun 1988.
2629,2629,"Saluran TV sanès ing portofolio M6 ngambah saluran terrestrial digital W9 lan saluran kabel digital M6 Music Hits, M6 Music Black, M6 Music Rock lan Fun TV. ","Saluran TV lain dalam portofolio M6 meliputi saluran terrestrial digital W9 dan saluran kabel digital M6 Music Hits, M6 Music Black, M6 Music Rock dan Fun TV. ","Saluran TV lain dalam portofolio M6 termasuk saluran digital terestrial W9 dan M6 Music Hits Digital Cable Channel, M6 Music Black, M6 Music Rock dan Fun TV."
2630,2630,Panemon Neptunus pranyata ora cukup njelasaké gangguan orbit Uranus. ,Penemuan Neptunus ternyata tidak cukup menjelaskan gangguan orbit Uranus. ,Penemuan Neptunus tidak cukup untuk menjelaskan orbit Uranus.
2631,2631,Promosi iku dadikné Aki karya siswa paling rikat mundhak statusé dadi anggota. ,Promosi tersebut menjadikannya karya siswa tercepat yang dinaikkan statusnya sebagai anggota. ,Promosi menjadikannya pekerjaan siswa tercepat yang statusnya dinaikkan sebagai anggota.
2632,2632,Pangkat iki dianggo ing lingkungan TNI-AD lan Korps Marinir (TNI-AL). ,Digunakan oleh TNI-AD dan Korps Marinir (TNI-AL). ,Digunakan oleh TNI-AD dan Korps Marinir (TNI-AL).
2633,2633,"Step Brothers dibabaraké ing tanggal 25 Juli 2008, rong taun sawisé Talladega Nights: The Ballad of Ricky Bobby. ","Step Brothers dirilis pada tanggal 25 Juli 2008, dua tahun setelah Talladega Nights: The Ballad of Ricky Bobby. ","Step Brothers dibebaskan pada 25 Juli 2008, dua tahun setelah Talladega Nights: The Ballad of Ricky Bobby."
2634,2634,Album-album punika sukses ing pasaran. ,Album mereka sukses di pasaran. ,Album mereka berhasil di pasaran.
2635,2635,"Pleyte celathu yèn naskah kang luwih tuwa, ya iku kropak 413 ditulis déning sawijining siswa Kyai Raga. ","Pleyte menyatakan bahwa naskah tertua, yaitu kropak 413 ditulis oleh salah seorang siswa Kyai Raga. ","Pleyte menyatakan bahwa naskah tertua, Crab 413 ditulis oleh salah satu siswa Kyai Raga."
2636,2636,"Jeneng ilmiahe ya iku Pycnonotus bimaculatus (Horsfield, 1821). ","Nama ilmiahnya adalah Pycnonotus bimaculatus (Horsfield, 1821). ","Nama ilmiahnya adalah Pycnonotus bimaculatus (Horsfield, 1821)."
2637,2637,"Ing taun 1968, turnamèn iki dadi turnamèn Grand Slam pisanan kang dadi ""terbuka,"" saéngga juru main amatir lan profésional bisa mèlu tandhing. ","Pada tahun 1968, turnamen ini menjadi turnamen Grand Slam pertama yang menjadi ""terbuka,"" sehingga baik pemain amatir maupun profesional dapat turut serta. ","Pada tahun 1968, turnamen ini menjadi turnamen Grand Slam ""terbuka"" pertama, sehingga baik pemain amatir dan profesional dapat berpartisipasi."
2638,2638,Gervinho main ing debut liga nalika main imbang (0-0) ing kandang Newcastle United. ,Gervinho membuat debut liga saat bermain imbang (0-0) di kandang Newcastle United. ,Gervinho melakukan debut liga ketika dia menarik (0-0) di kandang Newcastle United.
2639,2639,"Ing kono dhèwèké nganakake konser Fluxus kang wiwitan, A Little Festival of New Music, 6 Juli 1963. ","Di sana ia mengadakan konser Fluxus yang awal, A Little Festival of New Music, 6 Juli 1963. ","Di sana ia mengadakan konser Fluxus awal, Little of New Music Festival, 6 Juli 1963."
2640,2640,"Nalika tanggal 14 Fèbruari 2008, Lativi kanthi resmi gantos nama dados tvOne, kanthi komposisi 70 persèn pawartos, sisanipun gabungan program ulah raga lan hiburan. ","Pada tanggal 14 Februari 2008, Lativi secara resmi berganti nama menjadi tvOne, dengan komposisi 70 persen berita, sisanya gabungan program olahraga dan hiburan. ","Pada 14 Februari 2008, Lativi secara resmi mengubah namanya menjadi TVone, dengan komposisi berita 70 persen, sisanya adalah kombinasi dari program olahraga dan hiburan."
2641,2641,"Amarga kui, sepur kang mangkat saka Tokyo bakal tekan ing Osaka 20 menit luwih dhisik daripada wektu ing Tokyo. ","Karena adanya hal ini, kereta api yang berangkat dari Tokyo akan tiba di Osaka 20 menit sebelum waktu di Tokyo. ","Akibatnya, kereta yang berangkat dari Tokyo akan tiba di Osaka 20 menit sebelum waktu di Tokyo."
2642,2642,John McIntire minangka Rufus: siji tuwa kucing kang dikatakan Bernard lan Bianca tentang Madame Medusa. ,John McIntire sebagai Rufus: sebuah tua kucing yang dikatakan Bernard dan Bianca tentang Madame Medusa. ,JOHN MCINTRIRE AS RUFUS: Kucing tua itu berkata Bernard dan Bianca tentang Madame Medusa.
2643,2643,"Filem punika dipunkembangaken malih ing taun 2000, dipunsutradharani Barry Levinson miturut panyuwunipun Miramax Films. ","Film ini dikembangkan lagi pada tahun 2000, dengan Barry Levinson sebagai sutradara untuk Miramax Films. ","Film ini dibangun kembali pada tahun 2000, dengan Barry Levinson sebagai sutradara Miramax Films."
2644,2644,"Anané parusahan lokal, nasional, lan manca babagan Tambang Batubara mèlu mènèhi andil marang perekonomian ing Kabupatèn Banjar. ","Keberadaan perusahaan lokal, nasional dan asing yang bergerak dibidang Tambang Batubara turut memberikan andil besar terhadap perekonomian di Kabupaten Banjar. ","Keberadaan perusahaan lokal, nasional dan asing yang terlibat dalam penambangan batubara juga berkontribusi pada ekonomi di distrik Banjar."
2645,2645,"Ing Indonesia, komik iki sepisanan diterbitaké karo majalah bocah Bobo kanthi sesambungan, terus akiré diterbitaké dadi buku komik ana ing penerbit Gramedia. ","Di Indonesia, komik ini diterbitkan pertama kali sebagai komik berseri di majalah anak-anak Bobo, kemudian diterbitkan sebagai buku komik oleh Gramedia. ","Di Indonesia, komik ini pertama kali diterbitkan sebagai komik berseri -seri di Bobo Children Magazine, yang kemudian diterbitkan sebagai buku komik oleh Gramededia."
2646,2646,"Sapérangan taun salajengipun nyusul album ""Hujan Dalam Komposisi"" (1996) saking komunitas ingkang sami. ","Album ""Hujan Dalam Komposisi"" menyusul dirilis pada tahun 1996 dari komunitas yang sama. ","Album ""Rain in Composition"" dirilis pada tahun 1996 dari komunitas yang sama."
2647,2647,Distrik hiburan Susukino kalebu salahsawijining sing paling kakenal ing Jepang. ,Distrik hiburan Susukino termasuk salah satu yang paling terkenal di Jepang. ,Distrik Hiburan Susukino adalah salah satu yang paling terkenal di Jepang.
2648,2648,"Sedawa Sumatera, Jawa, Kalimantan lan subspesies Filipina hypoleucus (kadang-kadang dianggep spésies penuh) tinemu sawetara subspesies wahgiensis amung kawates ing Guinea Baru. ","Sepanjang Sumatra, Jawa, Kalimantan dan subspesies Filipina hypoleucus (kadang-kadang dianggap sebagai spesies penuh) ditemukan sementara subspesies wahgiensis hanya terbatas pada Guinea Baru. ","Selama subspesies hypoleucus sumatra, Java, Kalimantan dan Filipina (kadang -kadang dianggap sebagai spesies penuh) ditemukan sementara subspesies air terbatas pada Guinea Baru."
2649,2649,"Karakter iki wiwitan metu ing carita Christmas on Bear Mountain saka majalah Four Color Comics nomer 178, dipublikasikake déning Dell Comic nalika Dhésèmber 1947. ","Karakter ini muncul pertama kali dalam cerita Christmas on Bear Mountain dari majalah Four Color Comics nomor 178, dipublikasikan oleh Dell Comics pada Desember 1947. ","Karakter ini pertama kali muncul dalam kisah Natal di Bear Mountain dari majalah Four Color Comics nomor 178, yang diterbitkan oleh Dell Comics pada bulan Desember 1947."
2650,2650,"Saliyané ing Manchuria, militèr Jepang uga duweni cabang ing Beijing (Unit 1855), Nanking (Unit 1644), Guangzhou (Unit 8604), lan Singapura (Unit 9420) kang cacahé ngancik 20.000 staf. ","Selain di Manchuria, militer Jepang juga memiliki cabang di Beijing (Unit 1855), Nanking (Unit 1644), Guangzhou (Unit 8604), dan Singapura (Unit 9420) dengan total 20.000 staf secara keseluruhan. ","Selain Mescuria, militer Jepang juga memiliki cabang di Beijing (unit 1855), Nanking (unit 1644), Guangzhou (unit 8604), dan Singapura (unit 9420) dengan total 20.000 staf."
2651,2651,"True Story ing Internet Movie Database True Story ing Box Office Mojo True Story ing Rotten Tomatoes True Story ing Metacritic ""TRUE STORY (15)"". ","True Story di IMDb (Inggris) True Story di Box Office Mojo (Inggris) True Story di Rotten Tomatoes (Inggris) True Story di Metacritic ^ ""TRUE STORY (15)"". ","Kisah nyata tentang IMDB (Inggris) kisah nyata di box office mojo (Inggris) kisah dalam Rotten Tomatoes (Inggris) Kisah nyata Metacritic ^ ""True Story (15)""."
2652,2652,Para ahli ngrasa manawa nyemprot nganggo organofosfat lan insektisida piretroid ora bisa mbantu.. ,Para ilmuwan berpendapat bahwa menyemprotkan insektisida organofosfat atau piretroid tidak membantu. ,Para ilmuwan berpendapat bahwa penyemprotan insektisida organofosfat atau piretroid tidak membantu.
2653,2653,Tuberculum anterior saking procesus transversus wonten ing balung belakang leher kaping-6. ,Tuberculum anterior dari procesus transversus pada tulang belakang leher ke-6. ,Tuberkulum anterior dari proses transversus di tulang punggung leher ke -6.
2654,2654,"Kanthi bab punika, ateges Bourdais sami kaliyan mantan juara-juara F3000 kados Juan Pablo Montoya lan Bruno Junqueira ingkang ugi mandhap ing ajang CART. ","Dengan hal ini, berarti Bourdais menyamai mantan juara-juara F3000 semacam Juan Pablo Montoya dan Bruno Junqueira yang juga turun di ajang CART. ",Ini berarti bahwa Bourdais mirip dengan mantan juara F3000 seperti Juan Pablo Montoya dan Bruno Junqueira yang juga turun di acara mobil.
2655,2655,Sukarno (ingkang naté serumah ing Surabaya) ing Bandung. ,Sukarno (yang pernah serumah di Surabaya) di Bandung. ,Sukarno (yang ada di rumah di Surabaya) di Bandung.
2656,2656,"A General Synopsis of Birds wujud satunggiling buku John Latham ingkang sepindhah ing babagan kawruh perkawis peksi, ingkang isinipun kalebet 106 gambar peksi ingkang dipundamel déning Latham piyambak. ","A General Synopsis of Birds merupakan sebuah buku pertama John Latham di bidang pengetahuan mengenai burung, yang isinya termasuk 106 berkas burung yang dibuat oleh Latham sendiri. ","Sinopsis umum burung adalah buku pertama John Latham di bidang pengetahuan burung, yang mencakup 106 file burung yang dibuat oleh Latham sendiri."
2657,2657,1882-Robert Koch manggihaken baktèri ingkang dados sebab lelara TBC. ,1882 - Robert Koch mengumumkan penemuan bakteri yang menyebabkan penyakit TBC. ,1882 - Robert Koch telah mengumumkan penemuan bakteri yang menyebabkan tuberkulosis.
2658,2658,"""Guel"" minangka apresiasi dhumateng wujud alam, lingkkungan lajeng dipunrantam kanthi gerak simbolis lan hentakan irama. ","Guel sepenuhnya apresiasi terhadap wujud alam, lingkkungan kemudian dirangkai begitu rupa melalui gerak simbolis dan hentakan irama. ","Guel benar -benar menghargai sifat alam, lingkungan kemudian dipasang sedemikian rupa melalui gerakan simbolik dan mengalahkan ritme."
2659,2659,Jumlah kursi ing parlemèn antara 52 lan 65 nanging wektu iki cacahé ana 65. ,Jumlah kursi di parlemen antara 52 dan 65 tetapi saat ini berjumlah 65. ,Jumlah kursi di parlemen adalah antara 52 dan 65 tetapi saat ini 65.
2660,2660,MIdnight Run rada luwih akèh perange dibandingake wektu padinan. ,Midnight Run cenderung memiliki sedikit lebih banyak kekerasan dibandingkan dengan waktu harian. ,Midnight Run cenderung memiliki sedikit kekerasan dari waktu ke waktu.
2661,2661,Anak-anaké nduwéni jenengé Cakra Crisandi Felder lan Cantika Ramona Felder. ,"Pernikahan mereka membuahkan 2 orang anak, Cakra Crisandi Felder dan Cantika Ramona Felder. ","Pernikahan mereka menghasilkan 2 anak, Cakra Crisandi Felder dan Cantika Ramona Felder."
2662,2662,"Kanthi panampilane ing FHM lan Maxim, Jupe éntuk nominasi 100 wong wadon paling seksi versi kalawarta FHM lan Maxim. ","Dengan penampilannya dalam FHM dan Maxim, Jupe mendapat nominasi 100 perempuan terseksi versi majalah FHM dan Maxim. ","Dengan penampilannya di FHM dan Maxim, Jupe dinominasikan untuk 100 wanita terseksi di versi majalah FHM dan Maxim."
2663,2663,"Sanad, mènèhi gambaran asli orané sawijining riwayat. ",Sanad memberikan gambaran keaslian suatu riwayat. ,Sanad memberikan gambaran tentang validitas sejarah.
2664,2664,"Ing taun 1997, atas permintaan Viacom Indonésia lan Bhakti Investama, perusahaan punika nghimpun sedaya stasiun ingkang dipundiriakèn taun 1987-1991 ing sètunggal kelompok namanipun Media Nusantara Citra. ","Pada tahun 1997, atas permintaan Viacom Indonesia dan Bhakti Investama, perusahaan ini menghimpun semua stasiun yang didirikan tahun 1987-1991 dalam satu kelompok bernama MNC. ","Pada tahun 1997, atas permintaan Viacom Indonesia dan Bhakti Investama, perusahaan mengumpulkan semua stasiun yang didirikan pada 1987-1991 dalam sebuah kelompok yang disebut MNC."
2665,2665,Nalika taun 1868 Janssen manggihaken cara kanggé ningali protuberans tanpa kadadosan gerhana. ,Pada tahun 1868 Janssen menemukan cara untuk melihat protuberans tanpa kejadian gerhana. ,"Pada tahun 1868, Janssen menemukan cara untuk melihat orang -orang tengik tanpa peristiwa gerhana."
2666,2666,Panjanjalan Stern-Gerlach nalika taun 1922 mènèhaké bukti luwih adoh babagan sipat-sipat kuantum atom. ,Percobaan Stern-Gerlach pada tahun 1922 memberikan bukti lebih jauh mengenai sifat-sifat kuantum atom. ,Eksperimen Stern-Glach pada tahun 1922 memberikan bukti lebih lanjut tentang sifat kuantum atom.
2667,2667,"Ing taun 1945, piyambakipun kapilih minangka anggota Badan Penyelidik Usaha Persiapan Kemerdekaan Indonésia (BPUPKI). ","Pada tahun 1945, ia terpilih sebagai anggota Badan Penyelidik Usaha Persiapan Kemerdekaan Indonesia (BPUPKI). ","Pada tahun 1945, ia terpilih sebagai anggota Badan Persiapan Kemerdekaan Indonesia (BPUPKI)."
2668,2668,Data iku cathetan kumpulan fakta. ,Data adalah catatan atas kumpulan fakta. ,Data adalah catatan kumpulan fakta.
2669,2669,"Saut Situmorang lair 29 Juni 1966 ing kutha cilik Tebing Tinggi, Sumatera Utara, nanging digedhèkaké kanthi anak kolong ing Asrama Kodam Bukit Barisan, Medan Sunggal, Medan. ","Saut Situmorang lahir 29 Juni 1966 di kota kecil Tebing Tinggi, Sumatera Utara, tapi dibesarkan sebagai anak kolong di Asrama Kodam Bukit Barisan, Medan Sunggal, Medan. ","Tumis Situm lahir pada tanggal 29 Juni 1966 di sebuah kota kecil tebing tinggi, Sumatra Utara, tetapi tumbuh sebagai seorang anak di bawah asrama Bukit Baris Kodam, Medan Sunggal, Medan."
2670,2670,Dhèwèké iku putra angka 23 Raja Abdulaziz. ,Ia adalah putra ke dua puluh tiga Raja Abdulaziz. ,Dia adalah putra Raja Abdulaziz.
2671,2671,Sebagian ahli nggolongakèn punika dados péranganing gènus Felis. ,Sebagian ahli menggolongkan mereka sebagai bagian dari genus Felis. ,Beberapa ahli mengklasifikasikannya sebagai bagian dari genus Felis.
2672,2672,Raffles teka ing Yogyakarta ing tanggal 17 juni 1812. ,Raffles tiba di Yogyakarta pada tanggal 17 Juni 1812. ,Raffles tiba di Yogyakarta pada 17 Juni 1812.
2673,2673,Banjur Yoshimoto Kogyo nindakakè ekspansi bisnis ing Tokyo. ,"Selanjutnya, Yoshimoto Kogyo melakukan ekspansi bisnis ke Tokyo. ","Selain itu, Yoshimoto Kogyo memperluas bisnisnya ke Tokyo."
2674,2674,"Sebab iki lan masalah homoplasy panganggoan simetri awak dadi karakter filogenetik, istilaeh iki dipigunakaké mligi ing konteks historis. ","Karena ini dan masalah homoplasy penggunaan simetri tubuh sebagai karakter filogenetik, istilah ini digunakan terutama dalam konteks historis. ","Karena ini dan masalah menggunakan simetri tubuh homoplasy sebagai karakter filogenetik, istilah ini digunakan terutama dalam konteks sejarah."
